,climate_model,model,run_id,scenario,region,variable,unit,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075
0,CICERO-SCM-PY,rw_growth±5pct_000,13555_old_NR_improved,rw_growth±5pct_000,World,Surface Air Temperature Change,K,-0.005126373745799855,-0.012630731563379642,-0.015936798766970177,-0.019041086350034788,-0.02177038834323712,-0.024003967832653617,-0.0266799672449527,-0.030278265763599637,-0.03229108528475582,-0.0326257272954346,-0.034562955726297806,-0.03574693021954945,-0.03673296852351425,-0.039171787541898574,-0.0388977632318705,-0.035941652948643626,-0.03624648658109179,-0.03866389556550326,-0.03944351587873085,-0.034275048325060134,-0.02934426369092019,-0.02435822838304228,-0.017178032500065117,-0.017883225670291988,-0.01964060591662943,-0.0183982254116035,-0.01731803468389675,-0.01764801220695618,-0.018100601526152997,-0.01855772355698229,-0.016951060197427974,-0.00861466507889134,0.003321343426330752,0.012368355934764451,0.014990780859160698,0.014445331154090283,0.012544641567372611,0.00924338615488279,0.00966276794531499,0.011712341196115413,0.00828106966598479,0.003696541213362367,0.0006355481941931924,-0.0011225744974887562,-0.0005975014852135849,0.005843790875392604,0.01519885571051293,0.017610543439804192,0.015378873725166794,0.017073142557664543,0.01705175421453397,0.012983984891017476,0.011424534988003616,0.011219121332554618,0.01213104236745047,0.010388977585054374,0.004222431633311076,-0.001776679049121925,-0.004949740707559953,-0.007528104831359555,-0.011904360224274949,-0.023344591090032268,-0.03690449515520709,-0.04363344847396092,-0.049905873133901206,-0.0551889672726001,-0.058547999108586046,-0.058034537229800856,-0.05650282810437971,-0.05707482862611548,-0.05894091190329705,-0.05890865414997525,-0.055896353451449055,-0.05617088251728827,-0.05352090353091452,-0.043557452584948544,-0.03598339606915266,-0.030915835609375275,-0.02148617703144305,-0.011440826776348618,-0.0012665047625868425,0.013712799583299323,0.032384909920850205,0.05153158981279113,0.0692119285603542,0.085048716897357,0.10185345906213897,0.11774264707124713,0.13295428102128407,0.14980573586039483,0.1674301701866996,0.18585901399941923,0.20772661446829516,0.23160057479267376,0.2552464367721011,0.2802532679090245,0.3058423225515887,0.3295259815603686,0.35257232187539744,0.38092631511053165,0.4098387032924453,0.43315623923653607,0.4553403070965397,0.47534492465111366,0.49000086441924695,0.5017269766043408,0.514961200138565,0.5332091446040119,0.5556666163309698,0.5817295204275165,0.6096632469597676,0.6355465296329554,0.6608222633205774,0.6881379466949882,0.7152585414711816,0.7520427266712681,0.7945743221232455,0.8315334230788982,0.868407770092751,0.9041565823487111,0.9394239910060711,0.9723973018573978,1.0022387614604917,1.0305381203007045,1.0576535368677473,1.0837915201036417,1.1090901267516058,1.1336502156082626,1.15754919129277,1.180851646778503,1.2036119278523878,1.225814730216396,1.247415844590992,1.2683820939974448,1.2886727627201977,1.3082835836633302,1.3272226182956812,1.3455030371401542,1.3631402826809533,1.3801518383261735,1.3965555996574976,1.4126626813885124,1.4286017735630763,1.4441062905950077,1.4591048849886454,1.4735705553652387,1.4874910877920757,1.5008634076861123,1.5136906139631874,1.525979256000253,1.537738670866311,1.5485334107978854,1.558153332410741,1.5669308938093343,1.57493315788855,1.5822060931701762,1.5887835676801267,1.594694004258038,1.5999618937428342,1.6046098907822168,1.608659681485366,1.6117787465114186,1.6138398418414366,1.6151871925069838,1.6159402469051507,1.6161667363976573,1.6159153135038298,1.6152217438174057,1.6141150726676234,1.6126209304739954,1.6107596048744308,1.609002159677408,1.6075385378682228,1.6059650813929676,1.6041866840634293,1.602151844226769
